"AAC_A","AAC_C","AAC_D","AAC_E","AAC_F","AAC_G","AAC_H","AAC_I","AAC_K","AAC_L","AAC_M","AAC_N","AAC_P","AAC_Q","AAC_R","AAC_S","AAC_T","AAC_V","AAC_W","AAC_Y","confidence(nonDRNA)","prediction(class)","confidence(RNA)","confidence(DRNA)","class","confidence(DNA)"
0.0408707767952413,-0.2403808938766393,0.8952110678776974,0.7852306091888313,0.9151721457342772,0.13015225215376,0.5819443762810783,1.257655681046599,-0.0949801494506706,-0.8553835685001809,1.1089774555116296,0.1504610057953734,-0.3501290046526024,-0.8754619560497631,-0.8099568245072055,-0.6534617801018107,0.0223424825684215,-0.0456009949441498,-1.0358248508522778,-0.4991093137989458,0.639808495467047,"nonDRNA",0.15727819089334827,0.040745645309157585,"nonDRNA",0.16216766833044718
0.7265390707955559,-0.7020503514150986,-0.5464615664926769,1.309231257890365,-0.5762828720210748,-1.6999667810995558,-0.7737055570411983,-0.776785688433017,0.9564210609907948,-1.5723252858911334,1.0719909665759138,-1.2259004500978914,2.957004886031359,1.8627490916426863,0.4702330681975121,-0.343381569713145,0.4718795121310764,-1.0121587561311025,-0.0977142265632652,-1.081676030805929,0.639808495467047,"nonDRNA",0.15727819089334827,0.040745645309157585,"nonDRNA",0.16216766833044718
-1.3881104907894857,-0.3277237642217533,-1.545415832828054,0.8226592269532265,1.8962181129689089,-0.2801883382617816,2.010218413174191,2.2999086421446577,1.5209998460188483,-0.1699557727527868,1.3493896335937836,0.8412000264109524,-0.4917935287734808,0.6392930916098896,-1.8263238001342617,-0.6079833492448066,-1.3904881817713493,-0.1325911934509754,-1.327681489519971,-0.8897717004977463,0.639808495467047,"nonDRNA",0.15727819089334827,0.040745645309157585,"nonDRNA",0.16216766833044718
-1.0392084827804755,-0.0968890354525236,0.2254576393119332,0.6895796971242653,-0.3575361360836231,-0.0996384784789435,-0.9270231090240748,1.2758609729435086,1.213355118847873,0.4918365817619382,-0.8235665913795297,0.5342049061373618,-0.7458126754729875,-1.1900649274867678,-0.0790375952264713,-0.4591448482582469,-0.5235239104719444,0.3990155752018484,-0.8065089204705191,0.9950029721719044,0.639808495467047,"nonDRNA",0.15727819089334827,0.040745645309157585,"nonDRNA",0.16216766833044718
-0.6417635867006474,0.757823338638948,-0.6259238376784453,0.9723736980108074,-1.371725548157262,-0.4525313862363094,-0.4186543840282211,1.9949700028714268,2.207284237400255,-0.382674743846806,0.2860280766919496,2.498973675888342,-1.0535666416666205,-1.114327175103785,-1.463026668420761,-0.7361498362054549,-1.4868175452490608,0.5343336617680214,-0.3895708652309579,-0.3551810660678088,0.639808495467047,"nonDRNA",0.15727819089334827,0.040745645309157585,"nonDRNA",0.16216766833044718
-1.096853162364573,0.271198775287599,1.7295649153282688,-0.3750565415074232,0.623509831151008,-0.4771518216612418,2.010218413174191,0.9845763025929598,0.8685225675133733,0.7794011167594083,0.0086294096740795,-0.1411843584645376,-0.2573143164354747,0.3596460058881078,0.0463864145317611,-1.2033373531910443,-1.128258247859801,-1.756408232245056,-0.8273558232324972,1.0909551373259954,0.639808495467047,"nonDRNA",0.15727819089334827,0.040745645309157585,"nonDRNA",0.16216766833044718
-0.58411890711655,0.2524824459279318,-0.563489196032484,-0.3334691884358727,0.63013852011881,-0.3745666740573564,0.8320940663584032,-0.3216533910102838,0.2836595147597606,-0.1069279294656701,-0.4629483242562991,0.1402278351195873,-0.4282887420986042,-0.0889545274572509,-0.3385355464504005,1.128465828931721,0.6591866077821822,0.3651860535603048,-0.4521115735168922,0.0903111292904721,0.639808495467047,"nonDRNA",0.15727819089334827,0.040745645309157585,"nonDRNA",0.16216766833044718
0.4989942829635931,-0.2965298819556412,-1.0856698352532497,0.2944998429445371,-0.3376500691802185,0.8154210381477145,0.0251595822380004,1.453362568938375,0.5541164177672114,0.5194112632000519,-0.3519888574491513,0.2937253952563826,-0.8972471667746165,0.3771239487457193,-1.2251535464654923,-0.6534617801018107,0.4825827747397108,-0.7898504710581035,-1.327681489519971,-0.1358618314298859,0.639808495467047,"nonDRNA",0.15727819089334827,0.040745645309157585,"nonDRNA",0.16216766833044718
1.0420678432558774,1.2943581136160762,0.4070856877365474,-1.1319463674096388,-2.564889562361544,0.8523516912851132,1.6390285504788056,-1.4367275196959797,-1.2545641210951162,1.2481707012073384,-1.1102118806313286,-1.097985816650562,0.7147974180491756,-0.321993765558736,1.3482011365051398,0.0163114743377072,-1.2406425052504644,1.2012585169870191,0.7361618839158572,-1.1227983873005394,0.639808495467047,"nonDRNA",0.15727819089334827,0.040745645309157585,"nonDRNA",0.16216766833044718
-0.6812046832581876,0.5831375979487201,-0.5861927020855608,0.9141514037106367,1.0013451023156972,-0.6166676224025259,0.0816449961264285,0.5430979740929085,0.3986036985379272,1.1890820981256665,-0.4721949464902281,0.3653575899868869,-0.2719692672066002,-0.595814870327981,-0.6153333610892586,0.5165742137647544,-1.3476751313368107,-0.2679092800171489,-1.046248302233267,0.1862632944445635,0.639808495467047,"nonDRNA",0.15727819089334827,0.040745645309157585,"nonDRNA",0.16216766833044718
0.0499725683085196,-0.6271850339764294,1.899841210726344,0.2445950192586767,0.0799573357912801,-1.601485039399826,-0.0151871419680199,-0.4263338194175126,-0.2978228267062586,-1.1468873437030958,-0.5369213021277309,1.910566362030627,0.4021584682651672,-0.0481726607894911,0.1112609023377435,1.0044337447762552,1.017745905171442,-0.8720078807589944,-1.077518656376234,-0.1358618314298859,0.639808495467047,"nonDRNA",0.15727819089334827,0.040745645309157585,"nonDRNA",0.16216766833044718
0.5020282134680192,0.0777967052377041,0.940618079983851,-1.098676484952399,-0.4238230257616387,0.1014284108246719,1.0580357219121157,-0.6812079059742429,-0.8285944988583811,0.0742771199847899,-0.7218537468063108,0.9844644158719614,-0.0081801533263433,-0.0481726607894911,-0.1482370488861859,-0.0953174014022126,1.60107371734203,-0.65453238449193,-0.4833819276598592,0.2822154595986546,0.639808495467047,"nonDRNA",0.15727819089334827,0.040745645309157585,"nonDRNA",0.16216766833044718
-0.1108257484260672,0.5768988214954978,-0.8189036391295976,-0.0797863346994155,0.0269278240488676,0.13015225215376,-0.1927127284745083,-1.0771730047320207,-1.0145336196760035,0.6139530281307269,-0.9067861914848908,-0.9189053298243008,1.9702382007755836,1.2743250154364367,0.9589542096692458,0.1858219893501778,-0.0846901435179243,-0.4515552546426699,0.4964225021531095,-0.4991093137989458,0.639808495467047,"nonDRNA",0.15727819089334827,0.040745645309157585,"nonDRNA",0.16216766833044718
-0.5446778105590099,0.4209294101649373,-0.4499716657671006,0.1239916953511807,-0.039359065629148,-0.7274595818147224,0.2672399274741211,-0.1760110558350095,0.1856188874195596,1.0590871713459882,-0.675620635636666,-0.2435160652224013,0.7050274508684251,-0.9045918608124486,1.0584284243050852,0.3511981015574659,-0.4486010722115021,-0.4177257330011268,-0.6397336983746946,0.4055825290824864,0.639808495467047,"nonDRNA",0.15727819089334827,0.040745645309157585,"nonDRNA",0.16216766833044718
-0.3444383972668825,-0.6770952456022089,0.4978997119488546,-0.9240096020518872,1.1935770823819427,-0.5510131279360392,-1.21751952330742,0.065209061799039,-0.8252137875707879,-0.8672012891165154,-1.4615835255206302,0.994697586547748,0.001589813854407,0.1965185392170681,-0.8402315854833304,2.091781682539176,1.6171286112549814,0.3313565319187618,1.2052171960603637,0.2890691856810898,0.639808495467047,"nonDRNA",0.15727819089334827,0.040745645309157585,"nonDRNA",0.16216766833044718
1.3029858666365286,-0.9266463037311056,0.2651887749048177,-1.0903590143380888,-0.6491984506668919,0.2778748647033547,-0.935092453865279,0.7752154457785027,0.4831214807277556,0.1806366055317992,0.998017988704482,-0.0388526517066742,0.4510083041689187,0.0275650915934914,-1.7398244830596186,-0.206946277142132,-0.3041070269949343,0.8049698349003684,0.1837189607234386,-1.019992496064013,0.639808495467047,"nonDRNA",0.15727819089334827,0.040745645309157585,"nonDRNA",0.16216766833044718
-0.4991688529926172,-0.1093665883589685,0.4241133172763546,0.5024366083022888,1.0610033030259112,0.0111534809332529,0.0735756512852246,-0.4217824964432853,-0.9469193939241408,-0.8199304066511779,0.8223321662598309,0.9128322211414572,-0.4478286764601047,0.7674646725657067,-0.4423347269399723,0.7522351736601401,0.1133202147418163,0.1042154580398276,-0.1915252889921663,-0.1084469271001455,0.639808495467047,"nonDRNA",0.15727819089334827,0.040745645309157585,"nonDRNA",0.16216766833044718
